,time_get_data,city,title,flood,address,followInfo,tag,priceInfo,follower,release_time
60,2022-10-29,cd,御岭春天三期 2室1厅 东南必看好房,御岭春天三期    -  航天,2室1厅 | 76.84平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 4天以前发布,VR房源房本满两年随时看房,"100万13,015元/平",0人关注 ,4天以前发布
61,2022-10-29,cd,新神风八座 3室1厅 东南必看好房,新神风八座    -  新都城区,3室1厅 | 107.57平米 | 东南 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 4天以前发布,近地铁VR房源房本满五年随时看房,"112万10,412元/平",2人关注 ,4天以前发布
62,2022-10-29,cd,富豪公馆 3室1厅 东北必看好房,富豪公馆    -  新都城区,3室1厅 | 113.57平米 | 东北 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 5天以前发布,VR房源房本满两年随时看房,"159万14,001元/平",0人关注 ,5天以前发布
63,2022-10-29,cd,蓝润光华春天A区 3室2厅 东南必看好房,蓝润光华春天A区    -  花都大道,3室2厅 | 94.4平米 | 东南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 4天以前发布,VR房源房本满两年随时看房,"140万14,831元/平",0人关注 ,4天以前发布
64,2022-10-29,cd,蜀都惠园 3室2厅 西北必看好房,蜀都惠园    -  新华公园,3室2厅 | 84.67平米 | 西北 | 精装 | 低楼层(共33层) | 2010年建 | 塔楼,0人关注 / 3天以前发布,近地铁VR房源房本满五年随时看房,"178万21,023元/平",0人关注 ,3天以前发布
65,2022-10-29,cd,蓝光乐彩城二期 3室1厅 东南必看好房,蓝光乐彩城二期    -  理工大,3室1厅 | 65.16平米 | 东南 | 简装 | 低楼层(共40层) | 2015年建 | 板塔结合,0人关注 / 5天以前发布,VR房源房本满两年随时看房,"137万21,026元/平",0人关注 ,5天以前发布
66,2022-10-29,cd,交大万嘉樟菊园 2室1厅 东南必看好房,交大万嘉樟菊园    -  犀浦,2室1厅 | 91.04平米 | 东南 | 简装 | 高楼层(共26层) | 2014年建 | 板塔结合,0人关注 / 3天以前发布,VR房源房本满五年随时看房,"84万9,227元/平",0人关注 ,3天以前发布
67,2022-10-29,cd,桃蹊社区 3室1厅 南必看好房,桃蹊社区    -  八里小区,3室1厅 | 77.8平米 | 南 | 精装 | 低楼层(共7层) | 1998年建 | 板楼,1人关注 / 6天以前发布,VR房源房本满五年随时看房,"118万15,168元/平",1人关注 ,6天以前发布
68,2022-10-29,cd,西财学府憬城 4室2厅 东南必看好房,西财学府憬城    -  温江大学城,4室2厅 | 118.28平米 | 东南 | 简装 | 低楼层(共26层) | 2014年建 | 塔楼,1人关注 / 6天以前发布,近地铁VR房源房本满五年随时看房,"132万11,160元/平",1人关注 ,6天以前发布
69,2022-10-29,cd,龙城国际 3室2厅 西南 西,龙城国际    -  橡树湾,3室2厅 | 101平米 | 西南 西 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,2人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"138万13,664元/平",2人关注 ,5天以前发布
70,2022-10-29,cd,金沙春 3室1厅 南,金沙春    -  西南财大,3室1厅 | 94.99平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,0人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"110万11,581元/平",0人关注 ,5天以前发布
71,2022-10-29,cd,万科城 3室1厅 东南必看好房,万科城    -  成外,3室1厅 | 92.37平米 | 东南 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 6天以前发布,VR房源房本满两年随时看房,"155万16,781元/平",0人关注 ,6天以前发布
